state	review_order	family	disposition	governing_record	lines	bytes	sha256	path
tracked-modified	4	handoff-release-boundary	retain	2026-07-29-benchmark-go-toolchain-contract.md	50459	3535198	de96bea7345dc20a6004513c0430c99ba3e22a2fdc8d8fff907c10d3d72fc067	LOG.md
tracked-modified	4	handoff-release-boundary	retain	2026-07-29-benchmark-go-toolchain-contract.md	229	11603	e1689c473fbb25ed00abbc5be263d75d547636a9c96ce66255d1f5c5483f778e	PLAN.md
tracked-modified	4	handoff-release-boundary	retain	2026-07-29-benchmark-go-toolchain-contract.md	5783	385510	58940b1565163f2226f07dd22f811575ab57708b936fedc00a82ab31d46a634c	v12/LOG.md
tracked-modified	3	derived-frontier-reconciliation	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	437	21776	202f953458bed86d23dbc8bdecd7c08613f253dfc6bd5a16ce712488a11ddbc5	v12/bench-bytecode-native-hot-tier-design.json
tracked-modified	3	derived-frontier-reconciliation	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	118	4820	03d35fc5f8b90c6fa6e21accf4147027923d3d6b31abbfea3bd5efc6efdfb91c	v12/bench-bytecode-semantic-region-feasibility.json
tracked-modified	3	derived-frontier-reconciliation	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	25	1691	ec5ba4332e7be11deef21065c0c3ad706d8f9f2127487ce864cb23bfe99adae1	v12/bench-cross-engine-architecture-budget.json
tracked-modified	3	derived-frontier-reconciliation	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	130	6241	2d8d788a1070649979bc7c1a9d630610962db7492ee1570a18d33c30641ff716	v12/bench-cross-engine-structural-strategy.json
tracked-modified	3	derived-frontier-reconciliation	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	379	35439	39c2b775f2033d50be09a84e321c9fea9b7d0d14ac441bf231f8a42b1b0e5585	v12/bench-operation-depth.json
tracked-modified	3	derived-frontier-reconciliation	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	1	73542	3589828d4cfb03ed7b536f1be6f22dfac34b1e0181c45839f444281ab5b14873	v12/bench-performance-closure-ledger.json
tracked-modified	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	265	11833	6324d632148e5161a972cb5ff4ff9ce91ece622a633d59596f2486c58e8a94e7	v12/bench-performance-stability.json
tracked-modified	3	derived-frontier-reconciliation	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	195	10346	250be630dd4b057944892cd4681f089e6e0e5d71959f1723cf0a8136a580abd9	v12/bench-portable-vm-backend-adr.json
tracked-modified	3	derived-frontier-reconciliation	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	208	11048	89a1163d04d22c36a67debd6cffe99a0256b1d2fb16161fbfc8074ad4c60a735	v12/bench-shared-runtime-semantic-abi.json
tracked-modified	3	derived-frontier-reconciliation	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	114	4967	c2abce96c7e82a11be86f776865699bd3e0b34af4892ddc9fce997770b74b0dc	v12/bench_bytecode_native_hot_tier_budget_test.py
tracked-modified	1	benchmark-toolchain-contract	retain	2026-07-29-benchmark-go-toolchain-contract.md	974	37998	648aeef7173b94936a1980eb39e70569f0def82bb1277dc818e553bf21f52c5f	v12/bench_compare_external
tracked-modified	3	derived-frontier-reconciliation	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	80	3249	90c8d579d61001eded50768d19d574a051413fb85e2625e45c45046545206656	v12/bench_cross_engine_architecture_budget_test.py
tracked-modified	3	derived-frontier-reconciliation	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	109	4826	b19ecd0a43c77eb64ab9db42ee7d7ca19908f0728bb577ab3a1bc007ef050087	v12/bench_cross_engine_structural_strategy_test.py
tracked-modified	3	derived-frontier-reconciliation	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	469	20587	7a94b09ca9fbf4dd163126928d77e5f86b1680d87ad763fe318ad266935b00b8	v12/bench_feature_interaction_triples_test.py
tracked-modified	1	benchmark-toolchain-contract	retain	2026-07-29-benchmark-go-toolchain-contract.md	167	6004	1da97d836de3e3a08a4106841b3a621587da8ad7e8ff0093838dfc335b1aa1f9	v12/bench_perf_json_report.py
tracked-modified	1	benchmark-toolchain-contract	retain	2026-07-29-benchmark-go-toolchain-contract.md	529	21359	ba2176e0f8dd6a00146e7d499c7ca804472331c300d976e3f585f1f5fe497916	v12/bench_refresh_external_scorecard
tracked-modified	1	benchmark-toolchain-contract	retain	2026-07-29-benchmark-go-toolchain-contract.md	164	6132	7119e203c163f470b8edc13b13e8023b686e237b77a27ad6d5fcd3155b3e7788	v12/bench_refresh_external_scorecard_test.py
tracked-modified	1	benchmark-toolchain-contract	retain	2026-07-29-benchmark-go-toolchain-contract.md	419	15312	584557b8206bcbcbed4eb1170ed4bc050cb529596c6a918940fa43bda8b30476	v12/bench_refresh_go_refs
tracked-modified	3	derived-frontier-reconciliation	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	81	3216	6538d6c301a9845b3b243a11ad18e8114ffad890ab160b7fb40fbe9000a86c49	v12/bench_residual_cost_model_test.py
tracked-modified	3	derived-frontier-reconciliation	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	120	6613	17f6d27be7f9619fcaba277aa6054d4728d531d8083dcd9b7508b94cafcab9c4	v12/design/shared-runtime-closed-region-cutover.md
tracked-modified	3	derived-frontier-reconciliation	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	179	10829	e6c3118881235da0ac1f5e9fc6cf768300caa5b6e9e211c2fd11d7b829f8f499	v12/design/shared-runtime-semantic-abi-feasibility.md
tracked-modified	3	derived-frontier-reconciliation	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	7817	467684	a284d389837ef14dd969407360237621cdaaa4f7d992fcb8b1e42fdc5a0df1e0	v12/docs/perf-baselines/2026-07-20-cross-mode-performance-frontier.json
tracked-modified	3	derived-frontier-reconciliation	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	364	75622	5ac8161faa3b3706277c43d6e0582f78ec21719cd3f63a65755df039a502a848	v12/docs/perf-baselines/2026-07-20-cross-mode-performance-frontier.md
tracked-modified	3	derived-frontier-reconciliation	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	1610	71249	56d32ff3ce31c5793f10c8ecc6a7cbc4b6385accb7a0d97202efe97c5459ff3c	v12/docs/perf-baselines/2026-07-22-bytecode-native-hot-tier-design-budget.json
tracked-modified	3	derived-frontier-reconciliation	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	172	11520	4d3f614f3c9a553359931a4231f10b673d5a218db2278f1e77e56936eea2872c	v12/docs/perf-baselines/2026-07-22-bytecode-native-hot-tier-design-budget.md
tracked-modified	3	derived-frontier-reconciliation	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	178	7692	0776805527f5bdf5933e04c4d4c3b96bdf013b6ea71588180f68bec037ffd0d2	v12/docs/perf-baselines/2026-07-22-bytecode-semantic-region-tier-feasibility.json
tracked-modified	3	derived-frontier-reconciliation	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	349	15252	fb956076658cd2e8b2251b5746b72ca4394f66e782256f4d6fedf8a11178bb8b	v12/docs/perf-baselines/2026-07-22-cross-engine-structural-strategy-reconciliation.json
tracked-modified	3	derived-frontier-reconciliation	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	111	6737	dda6de5c83c8c2573de46e267de52a7267c698add5ea2a9bb47be37999c32313	v12/docs/perf-baselines/2026-07-22-cross-engine-structural-strategy-reconciliation.md
tracked-modified	3	derived-frontier-reconciliation	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	246	8295	55fba6118b851c3868c1ea647a5f191c67ee7ce67dca7c0b34870ecd7d5d8216	v12/docs/perf-baselines/2026-07-22-current-cross-engine-architecture-target-budget-reconciliation.json
