state	family	disposition	lines	bytes	sha256	path
tracked-modified	performance-evidence	retain	505	17283	499c96e9949a7828bf6dc4df4b257257f6d8fcaa95006c5edb87e23c3e05ee7e	v12/docs/perf-baselines/2026-07-21-cross-mode-residual-cost-model.json
tracked-modified	performance-evidence	retain	91	7064	59b4159dfc9dadfb52881805a706289cc035164c4799750521c8bd45a9a6bcb3	v12/docs/perf-baselines/2026-07-21-cross-mode-residual-cost-model.md
tracked-modified	performance-evidence	retain	9791	308598	9e5afa1529c79daf656d82c58d0d440e4494f1f3e72efdde6a742d2cc739bf8f	v12/docs/perf-baselines/2026-07-21-feature-interaction-triple-frontier.json
tracked-modified	performance-evidence	retain	182	94437	dcf09e234eaabc125f21fcac628181d930af0ed3488532636e62d7bca64c3644	v12/docs/perf-baselines/2026-07-21-feature-interaction-triple-frontier.md
tracked-modified	performance-evidence	retain	1519	67492	7e58450b286d7b45a25383708bfbcfda7f86865e8943a102c11a3acbfdb24167	v12/docs/perf-baselines/2026-07-22-bytecode-native-hot-tier-design-budget.json
tracked-modified	performance-evidence	retain	172	11519	fdf3b25be8ffe4b0de58bb142fb725dc1e12e2160d99cefc44ebaea9f63d529f	v12/docs/perf-baselines/2026-07-22-bytecode-native-hot-tier-design-budget.md
tracked-modified	performance-evidence	retain	178	7693	ec05a39277f57e0a3b4de5931c547967c6ccb2a04c98b1ce90d331eef1adb0db	v12/docs/perf-baselines/2026-07-22-bytecode-semantic-region-tier-feasibility.json
tracked-modified	performance-evidence	retain	349	15265	69679874a7d9666a32411bb126c726349cdfeff692055d6c0d13bf53b5d1f78e	v12/docs/perf-baselines/2026-07-22-cross-engine-structural-strategy-reconciliation.json
tracked-modified	performance-evidence	retain	111	6736	2cc5f59fa7db3f234f643eb304e87f3de82fa3699da90e4ac9345b2333021f18	v12/docs/perf-baselines/2026-07-22-cross-engine-structural-strategy-reconciliation.md
tracked-modified	performance-evidence	retain	449	16563	74ff5bb5e1d4a473ed521e92b6a997fbe229eadbb02cc6cdf697dd28cfb38831	v12/docs/perf-baselines/2026-07-22-current-compiled-architecture-target-budget.json
tracked-modified	performance-evidence	retain	237	8044	c259c7b9988f96d77b9791bdb530672936d34e1af540602d4ae827877d939b08	v12/docs/perf-baselines/2026-07-22-current-cross-engine-architecture-target-budget-reconciliation.json
tracked-modified	performance-evidence	retain	72	3803	a409de0cba6259a14243820d08f3a21e84716c4d07eed06fd5bb128a77db29ee	v12/docs/perf-baselines/2026-07-22-current-cross-engine-architecture-target-budget-reconciliation.md
tracked-modified	performance-evidence	retain	290	14206	af7eb2539bb16be719af1ead3eb276b8f912e788a15de84371b30436c3d57f2e	v12/docs/perf-baselines/2026-07-22-portable-vm-backend-abi-dependency-adr.json
tracked-modified	performance-evidence	retain	309	15035	83e9792145e78d48bd55e53ecae68c51f4965666302db1e2b14217616f00dea5	v12/docs/perf-baselines/2026-07-22-shared-runtime-closed-region-cutover-decision.json
tracked-modified	performance-evidence	retain	281	14066	b7d4ffb2e26f4f88dc317bd456e7f84d7e865d902f661f80ebcd0a867960acfb	v12/docs/perf-baselines/2026-07-22-shared-runtime-semantic-abi-feasibility.json
tracked-modified	performance-evidence	retain	140	209032	9df24ffed73a2ad39060eb2229f7588d617426fa456c3b8df3ff045d5392b53c	v12/docs/perf-baselines/external-scoreboard-current.json
tracked-modified	performance-evidence	retain	181	18781	288892e419ee1906685f37f5e8ddd1d1d00b062b0570ead9baa88f539c19da3a	v12/docs/perf-baselines/external-scoreboard-current.md
tracked-modified	deferred-wasm	hold	163	6216	bb72614c797b28650bce09915e6d3de9e5a94d89918187ad0cc302c5f90e7de7	v12/docs/wasm-host-abi.md
tracked-modified	deferred-wasm	hold	72	1902	552e53c230c2e6cdc906744c2ac3fb948e546e06f4e649ab7520698a956c909c	v12/interpreters/go/cmd/ablewasm/main_js_wasm.go
tracked-modified	compiler-aot-runtime	retain	93	6481	c6018a67c39f02d97c4f648a1c614c4f3e576194dca8a0ebfa46143b868b5881	v12/interpreters/go/pkg/compiler/bridge/bridge_interpreter.go
tracked-modified	compiler-aot-runtime	retain	173	5935	5ac7443172c46d3bfee4571053fbc8ea302ceda92345bd00533b5b7dfb73e272	v12/interpreters/go/pkg/compiler/bridge/bridge_runtime_ops.go
tracked-modified	compiler-aot-runtime	retain	464	12308	77cfffee51ddb2ef1f960ad3f41cd1c363b8eace6f509a573ab3b9f54c6ef032	v12/interpreters/go/pkg/compiler/bridge/bridge_static_types.go
tracked-modified	compiler-aot-runtime	retain	169	5439	2b190f43f526728ca3210acbb786e261408fc61fb60d784ddbdf929b795b7a25	v12/interpreters/go/pkg/compiler/bridge/bridge_static_types_test.go
tracked-modified	compiler-aot-runtime	retain	264	7638	9cc1ea69da8e212dabe97449af38defb341e9ec5a28f227df06ded7a110df5d5	v12/interpreters/go/pkg/compiler/bridge/bridge_struct_definitions.go
tracked-modified	compiler-aot-runtime	retain	249	8461	908a018e2ab5e7363eb941115d4aa1456aa7f84e94fa1a561a9d49c4b3932b8a	v12/interpreters/go/pkg/compiler/compiler_array_value_boundary_test.go
tracked-modified	compiler-aot-runtime	retain	247	9102	aa79aa33b1f634f8d51676cd19d371b892004fe6355262bb811bdca60a738094	v12/interpreters/go/pkg/compiler/compiler_execution_context_parity_test.go
tracked-modified	compiler-aot-runtime	retain	646	19910	11c5442d90506c18e6b5851d72f8309bc2b6902fcaf055886303b718cad86591	v12/interpreters/go/pkg/compiler/compiler_hashmap_native_test.go
tracked-modified	compiler-aot-runtime	retain	63	1785	7fe102f8d9c7479de4166054971ce2b0e82c141c14eb714fe1e4abfdb79d90f3	v12/interpreters/go/pkg/compiler/compiler_mutex_await_lock_exec_test.go
tracked-modified	compiler-aot-runtime	retain	991	37425	858b41766ba5d1226682a762f7d06a26be1404dc0e7781262e0e66b9a35bdd02	v12/interpreters/go/pkg/compiler/generator.go
tracked-modified	compiler-aot-runtime	retain	130	5531	acde407cdc9461f373571c7eb84a65538832233889c297339b36dc0cbfa6acc8	v12/interpreters/go/pkg/compiler/generator_bound_method_values.go
tracked-modified	compiler-aot-runtime	retain	856	36785	a9a1f24c5d6da06e19343f3a395f17c0c21cfe6577928b805fbf3a8c72e1a7fe	v12/interpreters/go/pkg/compiler/generator_collections.go
tracked-modified	compiler-aot-runtime	retain	144	4921	b11ec4df97c81b2ffa00d7d939e96d274b48fd0d780940be3c6e9a4a79e18c6f	v12/interpreters/go/pkg/compiler/generator_concurrency.go
tracked-modified	compiler-aot-runtime	retain	176	5983	12e9874858e612c9a4b18b4bc87676d29ee3a95597795b9197a74794d4d66c7f	v12/interpreters/go/pkg/compiler/generator_execution_context.go
tracked-modified	compiler-aot-runtime	retain	979	38377	1fe645fcc2e885a2f110ad3208e4e7388e97b2549eb119e53a88120adae05d98	v12/interpreters/go/pkg/compiler/generator_exprs.go
tracked-modified	compiler-aot-runtime	retain	777	28070	0f0e8a8ec4856510362b159a21c91c940da67ba78ce8fd56f40bbcea51db26a4	v12/interpreters/go/pkg/compiler/generator_exprs_lambda_cast_range.go
tracked-modified	compiler-aot-runtime	retain	126	5052	ae008a7d99a33b32239a1a4c6b95dd770e4d9b78a4ad5cbd54bc23a7a7192394	v12/interpreters/go/pkg/compiler/generator_iterator_controller_calls.go
tracked-modified	compiler-aot-runtime	retain	96	3759	1842c4ec9899fbbf6f4ab862843bd966023ae542e31718a7ee7ed8645b25e48b	v12/interpreters/go/pkg/compiler/generator_native_callable_calls.go
tracked-modified	compiler-aot-runtime	retain	731	20668	f90aaa95a5aeb4a964e9199cdddff0aa68606faa13328239c8e4a92cfbf305d1	v12/interpreters/go/pkg/compiler/generator_placeholders.go
tracked-modified	compiler-aot-runtime	retain	161	7216	5bd1263e36b89e842bd1421cbd71ba1eb0aebbb80fdf150cd1db0440bf8d23a5	v12/interpreters/go/pkg/compiler/generator_render_callables.go
tracked-modified	compiler-aot-runtime	retain	155	4495	e0f4051000538929fa6415de08467ac16774b518ff3c7d9a8925aff4673ad9fb	v12/interpreters/go/pkg/compiler/generator_render_execution_context.go
tracked-modified	compiler-aot-runtime	retain	816	36076	35a924d9e15539f946332d4e52aec0350a6c51eda5d501f31ce09c74c879b23d	v12/interpreters/go/pkg/compiler/generator_render_functions.go
tracked-modified	compiler-aot-runtime	retain	828	36528	851e5564b4653a1465cd267b719c2a802a61bba9609351da702647f72907b96a	v12/interpreters/go/pkg/compiler/generator_render_interface_boundaries.go
tracked-modified	compiler-aot-runtime	retain	537	30591	d0f57ba49727269e630228a89a745fe5b8a2609202579f8bb5c51609214224f5	v12/interpreters/go/pkg/compiler/generator_render_main.go
tracked-modified	compiler-aot-runtime	retain	999	51587	f2592ad97d5ad8cf9726da81bf728d981df30e70adc8f74efc374814916c3bac	v12/interpreters/go/pkg/compiler/generator_render_runtime.go
tracked-modified	compiler-aot-runtime	retain	394	22217	59e6b1f57bc5f4f0af16f23672c2a5a2812bf88421110b697d290d8b7eb36bf4	v12/interpreters/go/pkg/compiler/generator_render_runtime_arrays.go
tracked-modified	compiler-aot-runtime	retain	775	21598	35fc1def5bae901d9a8d3ad8ccf470dac7966acb887d853c059b7fab5f5488e3	v12/interpreters/go/pkg/compiler/generator_render_runtime_await.go
tracked-modified	compiler-aot-runtime	retain	957	56520	ec219d9b561cd2d66d110ede7c61255916ba11a14963552e6b0772b8700b0e1e	v12/interpreters/go/pkg/compiler/generator_render_runtime_calls.go
tracked-modified	compiler-aot-runtime	retain	903	46319	ee7fc012d54f65add2cf587909599989bda127e83b72f2425a19ed9f3b645b75	v12/interpreters/go/pkg/compiler/generator_render_runtime_concurrency.go
tracked-modified	compiler-aot-runtime	retain	994	26368	3320ba53573442a86e310f4cb4f2a48ad37c795e401335163830b39eb4fe058f	v12/interpreters/go/pkg/compiler/generator_render_runtime_future.go
tracked-modified	compiler-aot-runtime	retain	101	5205	8dbc6c2919ed16ae4f70551a9b749262224af2272b1e0ab5d437be7fdcebae07	v12/interpreters/go/pkg/compiler/generator_render_runtime_mutex_awaitable.go
tracked-modified	compiler-aot-runtime	retain	407	23846	1352464800e3a832f4d990fd90191385320435dfd7739df3ae41d830404e80ba	v12/interpreters/go/pkg/compiler/generator_render_runtime_numeric.go
tracked-modified	compiler-aot-runtime	retain	277	15396	7e9ffc6b9ed1e29022d014784068c4400811ccc27c7eddc90cff71ed2ff256ef	v12/interpreters/go/pkg/compiler/generator_render_runtime_strings.go
tracked-modified	compiler-aot-runtime	retain	965	46371	7f7e8873e15c48f1e917e4e326164bb5591aadd6f49b6985ed3b9afa32457913	v12/interpreters/go/pkg/compiler/generator_render_structs.go
tracked-modified	compiler-aot-runtime	retain	925	35125	2a76fa90eff9e72954d6f25d590cc586f1d6fed2204e922aad60c0b7d7de3e76	v12/interpreters/go/pkg/compiler/ir_codegen.go
tracked-modified	compiler-aot-runtime	retain	254	8757	61ba014ac420ffba78e561febfaa760011f9357c257be4c8ff4959ad6bd66def	v12/interpreters/go/pkg/compiler/ir_codegen_test.go
tracked-modified	deferred-wasm	hold	179	4018	b16863701f4704bf2d7dd0023564e1af60a26ba19389cfcdb1112877f42cdc56	v12/interpreters/go/pkg/interpreter/runtime_diagnostics_wasm.go
tracked-modified	deferred-wasm	hold	231	7462	831356ee08612c313b88859c5d17e715e5c368aa1f7a8f7705e3e15d871529c2	v12/interpreters/go/pkg/wasmhost/evaluator.go
tracked-modified	deferred-wasm	hold	228	7106	2d9416240c88eec84463354bb2fc960c9a62cfb670866a440292373a9ffdf19e	v12/interpreters/go/pkg/wasmhost/evaluator_test.go
tracked-modified	handoff-release-tooling	retain	395	13363	5dd5a603855da1793548458b4148e91d25f0a6167b08e290385a403e4b366dfd	v12/run_all_tests.sh
tracked-modified	deferred-wasm	hold	122	4564	dfecdf43f7d721fd84635c57b1edfbce40e686126e7cf5dad931c41fb905cafd	v12/wasm/README.md
tracked-modified	deferred-wasm	hold	402	10339	5853fe8dce17def1b0994110bf7a23703e462b34f0dd80901b982ffd6e2d6afd	v12/wasm/ast_adapter.mjs
tracked-modified	deferred-wasm	hold	286	8963	97a54b3963cf94b84d7bf0eb80c092e80be69830665f434e74f204e91385636b	v12/wasm/run_prototype.mjs
untracked	generated-local	exclude	230	11964	22110f18d3177518aa0a0903fb9af9fff8c10dc992ce8fee9151f481b6e0244a	v12/__pycache__/bench_compiler_await_signal_instrument.cpython-314.pyc
untracked	generated-local	exclude	50	10519	e49c009c507c00b54c1006e904fded717408ff845a91eef84013001ef9e97f06	v12/__pycache__/bench_cross_engine_structural_strategy_test.cpython-314.pyc
untracked	generated-local	exclude	25	4673	d0f199fc027b757cf850f6194702d5b8ac43e90de7bdacfdb973ce1619f86c6f	v12/__pycache__/bench_execution_contract.cpython-314.pyc
untracked	generated-local	exclude	232	57357	8b6f353fa15d768b43461d51f4a5f3f148ab2dde83be48c9d0a7b4050490a6b2	v12/__pycache__/bench_external_scoreboardcpython-314.pyc
untracked	generated-local	exclude	80	15766	e5bfd750ee5902aefad4714850bfe495e52505da6019d0229e4dba1c2e9dc0fe	v12/__pycache__/bench_performance_evidence_ledger_test.cpython-314.pyc
untracked	generated-local	exclude	164	45926	592bb538029c2341e120c623c89cd0fabd556ecc91017862756dd88f3e49e0af	v12/__pycache__/bench_performance_frontier.cpython-314.pyc
untracked	generated-local	exclude	82	15144	083b5040158ea618122c838280f8e8dedb8463999f0a2443853026200d9af468	v12/__pycache__/bench_preserved_compiled_report.cpython-314.pyc
untracked	generated-local	exclude	136	29948	c2b8d234746cc11f92fa4499bdcbf80aa7132527458c255ae9d9b9b1fcb14870	v12/__pycache__/bench_runtime_contract_reconciliationcpython-314.pyc
untracked	generated-local	exclude	15	1902	70b972814ee7f6532f68227277808e25f0b608aaa9f50de74af071cfe2945941	v12/__pycache__/bench_scoreboard_render.cpython-314.pyc
untracked	generated-local	exclude	21	6866	01b5057868afa6f830cf598023c1471fc24c1a24a5f03514ee8af45805bddce7	v12/__pycache__/bench_scorecard_cohort.cpython-314.pyc
untracked	generated-local	exclude	24	4620	5b916bc0da90278c3d86d14319377197c7821428398228c46f761b59cfb23ab4	v12/__pycache__/bench_scorecard_drift.cpython-314.pyc
untracked	generated-local	exclude	42	7407	8a0f72e26c67998ab5d9ed4aa2af0d424a4f11533fb718b0babacab28f57869f	v12/__pycache__/bench_scorecard_evidence_check.cpython-314.pyc
untracked	generated-local	exclude	36	8451	e6aa014d243a303ba205ef337b565f549f7ee09470358d573a0ac9f6f83c4e51	v12/__pycache__/bench_scorecard_selection.cpython-314.pyc
untracked	generated-local	exclude	52	12289	b9ba54ca1e1f37407031bb217c445731d4018012ecc07556f1442d7739cd8fa2	v12/__pycache__/bench_shared_value_heap_production_pilotcpython-314.pyc
untracked	generated-local	exclude	176	37741	0e6f3368a863ae2e8bbf3a67f0d1d0289694a8972911e7eaa41a820386f15fe0	v12/__pycache__/bench_variance_reportcpython-314.pyc
untracked	benchmark-tools-contracts	retain	332	11425	08de4d08125f0be291990f7b1828589147c6b7d4158304cf02dc5a2e0ce3e0c6	v12/bench_compiler_await_signal_instrument.py
untracked	benchmark-tools-contracts	retain	373	12133	cf6883f5cc3c29309e6d53886fdd26bb693a3918dd6b267a39b9a0bdefb0f620	v12/bench_compiler_awaitable_carrier_instrument.py
untracked	benchmark-tools-contracts	retain	308	9929	26b7853a6bb1383a4b5f1802e5a2f49569ac6364837fa6d1282e3ddea5e82019	v12/bench_compiler_callable_context_reach_census
untracked	benchmark-tools-contracts	retain	91	3087	c8f2891befdcd7c0842a3c067a556c23bfa0c935c8802df26b949bc86a672890	v12/bench_compiler_callable_context_reach_instrument.py
untracked	benchmark-tools-contracts	retain	436	16981	4033186395cc173e267838b2e106e5cddf7de430b0c1b900e4b61f4afb56c010	v12/bench_compiler_callable_dispatch_instrument.py
untracked	benchmark-tools-contracts	retain	75	2180	403b444e6e8b349b80b87925e71d22a74e748df21e044998d6f45aac99a55620	v12/bench_compiler_closure_owned_native_overlay.py
untracked	benchmark-tools-contracts	retain	92	2934	aeb2d440e86871a468f40adcf537594bf3ec05aa7c859defbae79127265febf4	v12/bench_compiler_concurrency_boundary_instrument.py
untracked	benchmark-tools-contracts	retain	191	6330	4a28ab1288caf3db92245d6b2907f4c74748373c7fb37d5469104dbceee3b2b7	v12/bench_compiler_positional_boundary_reach_census
untracked	benchmark-tools-contracts	retain	174	5400	8614683636f9f0af940d0e235465271077f72f52ca12b2e3be719e9c6c9e7f99	v12/bench_compiler_reverse_context_instrument.py
untracked	benchmark-tools-contracts	retain	100	3197	4d4ba4cdd16b360c82541b9a55df2dab8ef768297828cd9372d27fde097908b4	v12/bench_compiler_struct_field_reach_baseline.py
untracked	benchmark-tools-contracts	retain	269	8063	3c0e3051142019441821710238a11c9c10f83bdcd5c921408e96161e9eac8dee	v12/bench_compiler_struct_field_reach_census
untracked	benchmark-tools-contracts	retain	283	9492	4274e799f2b2e22440c66d2e4000854b59014fe5e84d129fecfb48748821ddce	v12/bench_compiler_struct_field_reach_instrument.py
untracked	benchmark-tools-contracts	retain	294	9493	034614810574cdf151241f4f74dd6417b6275f4b9d264bd2f94b73fec58e5844	v12/bench_compiler_struct_field_reach_measure
untracked	benchmark-tools-contracts	retain	133	3212	21f5497d887fcf7a75cfbfb09af71b83d30b9af117fcad96f9c744db7a6d5b8d	v12/bench_go_reference_phase_profile.py
untracked	benchmark-tools-contracts	retain	68	2414	eecc2ae0fbb33dc7deafc9707482c427f116f6ca4b45312c67ac0b4f8435d0b0	v12/bench_scorecard_evidence_check_test.py
untracked	benchmark-tools-contracts	retain	111	3768	dd5986ae77058c7315ca4a6a37ab92e8c7584474637b5614b91ae990d0a28f0f	v12/bench_typed_generic_storage_census
untracked	performance-evidence	retain	118	3331	fc83bb309bec2f4e95677024b1cadd50f6bdf9341d2f280d8ba83e9d0f582b52	v12/docs/perf-baselines/2026-07-27-backup-dedup-application-gate.json
untracked	performance-evidence	retain	169	7431	a5bfda084cb8dcddfd3457ae775c15635e6d567825ae08750b7b4231fa5a58d6	v12/docs/perf-baselines/2026-07-27-backup-dedup-application-gate.md
untracked	performance-evidence	retain	89	8823	ac7d75a9a5d2ff6e7c24a6fd2219d640e7765eeafd0da49b8bc5d1d46ca64e80	v12/docs/perf-baselines/2026-07-27-backup-dedup-bytecode-profile-top.txt
untracked	performance-evidence	retain	254	7578	f6514c8849c857b6f30dc1a8de371ca1fbf5acc8742303cdbd0a7f27de8c6600	v12/docs/perf-baselines/2026-07-27-backup-dedup-bytecode-trace.json
untracked	performance-evidence	retain	241	8138	31e886f8d5a5bf55e3a41faaa52541e3584a8343c25b2a897c68892a8f9f2396	v12/docs/perf-baselines/2026-07-27-backup-dedup-bytecode.json
untracked	performance-evidence	retain	14	810	906a49ec79ea8ba45a49b1971398b1c6124ac5e02aa9f0b33ed55eecf10ecd23	v12/docs/perf-baselines/2026-07-27-backup-dedup-bytecode.md
untracked	performance-evidence	retain	53	4053	992e850e665a2ed7c3494bd3ac7706525a90c514998cb25cab09a69ae162fce7	v12/docs/perf-baselines/2026-07-27-backup-dedup-compiled-allocation-top.txt
untracked	performance-evidence	retain	32	2154	6f52eafa1b3fe570b43aab20c02b27ed17a542864137bd2f76db2e2aa4aaf15a	v12/docs/perf-baselines/2026-07-27-backup-dedup-compiled-profile-top.txt
untracked	performance-evidence	retain	192	6348	a3352e72c4b93fde9fdaa111e562a2fff52970fae67a1430ac71cbb7e73dedaa	v12/docs/perf-baselines/2026-07-27-backup-dedup-compiled.json
untracked	performance-evidence	retain	14	716	e06afb57847d26266eeec686819c5e77cd293cf0c9bfb50423010eda6ebfa738	v12/docs/perf-baselines/2026-07-27-backup-dedup-compiled.md
untracked	performance-evidence	retain	64	1959	110d1614695456b28529fb8ae38613f3115124f0157640f00b0cd333d80b76d9	v12/docs/perf-baselines/2026-07-27-backup-dedup-go-reference.json
untracked	performance-evidence	retain	12	526	45c8a9d100e718fb017f865e01b829798742639be3e89e655cb7ab4ff6160eb3	v12/docs/perf-baselines/2026-07-27-backup-dedup-go-reference.md
untracked	performance-evidence	retain	133	4199	503c355edf824304b21343ef2365e39a7a60c7c46d33156aa267a7241974807b	v12/docs/perf-baselines/2026-07-27-backup-dedup-interpreter-reference.json
untracked	performance-evidence	retain	14	911	3f6fb4f4a8f10da037bbb324918aacb659d1c9f199f9f6f67b298589522d0623	v12/docs/perf-baselines/2026-07-27-backup-dedup-interpreter-reference.md
untracked	performance-evidence	retain	18	865	1acf0a2726c33edc615f93f2760a0da3ce14b399200a986ea224624c54b80e37	v12/docs/perf-baselines/2026-07-27-compiled-await-callable-context-allocation-baseline.tsv
untracked	performance-evidence	retain	9	438	4af64d05aaa4321f8224aac52d3f25fb2fa846712bb5a90478e4ec50b9cec631	v12/docs/perf-baselines/2026-07-27-compiled-await-callable-context-allocation-candidate.tsv
untracked	performance-evidence	retain	1325	45530	80791dcd7682f7e14b4b59e10973a3363ac0672c3518f99b8ffa90c519f8155f	v12/docs/perf-baselines/2026-07-27-compiled-await-callable-context-baseline.json
untracked	performance-evidence	retain	21	2023	35f1affc703574ff6056ee27877482c851d957cd768f7aa7a2847fdad8ba1267	v12/docs/perf-baselines/2026-07-27-compiled-await-callable-context-baseline.md
untracked	performance-evidence	retain	510	17392	2817adb26baa98f562efb36fd39217c4784ffcbc1bff981c3efa5b6cb174a612	v12/docs/perf-baselines/2026-07-27-compiled-await-callable-context-candidate.json
untracked	performance-evidence	retain	17	1189	ea6b6fbe9f466aadbff47905a410b28bcfab18813b851449757e7407d2956680	v12/docs/perf-baselines/2026-07-27-compiled-await-callable-context-candidate.md
untracked	performance-evidence	retain	9	220	1aa95142a995d3758645cafdd1b45eea550503fab68d03328c86fdad22294faf	v12/docs/perf-baselines/2026-07-27-compiled-await-callable-context-current-gid-counts.tsv
untracked	performance-evidence	retain	428	13869	cc80d7653057d54d1d0209881669007cde40355cf1d367c2da4c89c768a285cb	v12/docs/perf-baselines/2026-07-27-compiled-await-callable-context-go-reference.json
untracked	performance-evidence	retain	19	2011	e6c3f1c7d2bba3a458e4666d47ea017c5bb95996a4aa1ec7b750731e543b1b04	v12/docs/perf-baselines/2026-07-27-compiled-await-callable-context-go-reference.md
